year	minutes
200202	        The Governor invited members to vote on the proposition that the Bankâs repo rate should be maintained at 4%. Seven members of the Committee (the Governor, Mervyn King, David Clementi, Kate Barker, Charles Bean, Stephen Nickell and Ian Plenderleith) voted in favour. Christopher Allsopp and Sushil Wadhwani voted against, preferring a reduction in the repo rate of 25 basis points.
200202	       The following members of the Committee were present: ddie George, Governor ervyn King, Deputy Governor responsible for monetary policy David Clementi, Deputy Governor responsible for financial stability Christopher Allsopp Kate Barker harles Bean tephen Nickell Ian Plenderleith Sushil Wadhwani us OâDonnell was present as the Treasury representative. 
200202	  ANNEX: SUMMARY OF DATA PRESENTED BY BANK STAFF 1      This Annex summarises the analysis presented by Bank staff to the MPC on 1 February 2002, in advance of its meeting on 6-7 February. At the start of the Committee meeting itself, members were made aware of information that had subsequently become available, and that information is included in this Annex.        The international environment 2      According to the advance estimate, US GDP in 2001 Q4 had grown by 0.1% on a quarter earlier, following a fall of 0.3% in Q3. Consumption had grown by 1.3% on a quarter earlier, with sales of motor vehicles having risen by 16%. Investment had fallen by 2.9% in Q4, though investment in information and communications technology (ICT) goods had risen by 0.1% on a quarter earlier, the first increase for four quarters. Declining inventories had made a further negative contribution to GDP growth, of -0.6 percentage points. Both imports and exports had continued to fall, with net trade contributing -0.2 percentage points to GDP growth in Q4. Non-farm business sector productivity had grown by 0.9% on the previous quarter. 3      The Conference Board and University of Michigan measures of US consumer confidence had risen in January. The Conference Board measure had risen to 97.3, from 94.6 in December, while the Michigan measure had risen to 93.0, from 88.8. Both rises had been accounted for by increases in the future expectations components of the indices. New orders for non-defence capital goods had increased for the third consecutive month in December, by 0.9% on a month earlier. The Institute for Supply Management (ISM) manufacturing sector purchasing managersâ index had also increased, to 49.9 in January from 48.2 in December. The headline business activity index for the on-manufacturing ISM survey had fallen to 49.6 in January, from 50.1 in December. Non-farm payrolls had fallen by 89,000 in January, following a 130,000 fall in December. The unemployment rate had fallen to 5.6% in January from 5.8% in December. Initial unemployment insurance claims had declined again in January. 4      The Federal Statistics Office in Germany had released an initial (working-day adjusted) estimate for GDP growth in 2001 of 0.8%, down from 3.2% in 2000. The Bank of France had released an estimate for French GDP growth of 2.1% in 2001. In the euro area, industrial production had fallen in November by 0.8% on a month earlier. Euro-area retail sales had increased by 1.2% in the same month, reversing the 1.0% fall that had occurred in October. 5      The euro-area purchasing managersâ index (PMI) for the manufacturing sector had risen to 46.2 in January from 44.1 in December, the third consecutive monthly increase. The service sector PMI had also increased, to 51.0 in January from 49.2 in December. The confidence indicator in the European Commission business survey had risen in January, to -14 from -17 in December. The confidence indicator in the consumer survey had weakened slightly over the same period. In France, the National Institute of Statistics and Economic Studies (INSEE) manufacturersâ confidence index had increased in January, due to an improvement in the expectations of future conditions sub-index. The Italian Institute of Economic Studies (ISAE) business confidence index had also improved in December. In Germany, the IFO index of business confidence in western Germany had increased to 86.3 in January from 85.8 in December, with the increase concentrated in the manufacturing sector. The Centre for European Economic Research (ZEW) index of economic sentiment had risen to 35.9 in January from 25.8 in December. The German unemployment rate had increased in January to 9.6%, from 9.5% in December. 6      In Japan, industrial production had increased by 2.1% in December on a month earlier. The level of industrial production in 2001 Q4 had been 2.4% below that in Q3. Inventories had also declined in Q4, by 3.4%. Electrical machinery production had increased in December by 3.5% on a month earlier, the first monthly rise since December 2000. Electrical machinery inventories had continued to decline, falling by 4.4% in December. Export volumes had declined by 15.3% in the year to December. Real retail sales (deflated by the consumer price index) had fallen by 1.9% in 2001 Q4. 7      South Korean industrial production had grown in December by 3.3% on a year earlier, while the rate of decline in industrial production in Taiwan had continued to slow. The Consensus Economics survey of GDP growth forecasts for South Korea, Taiwan, Singapore and Malaysia in 2002 had been revised up in January. The 2002 Consensus forecast for China had remained unchanged between December and January, at 7.2%. Industrial production in Argentina had fallen in December by 18.3% on a year earlier. The Consensus forecast for growth in 2002 in Argentina had been revised down to -8.2% in January from -3.3% in December, while the forecast for Brazil had remained unchanged at 2.1%. A8      The spot price for Brent crude oil had remained little changed from the time of the Committeeâs previous meeting, at around $20 per barrel. The Economist all-item dollar price index had also been little changed from the Committeeâs previous meeting. The industrial metals index had fallen by 4% over the same period, but remained 10% above its mid-November level. The Economist non-food agricultural commodities price index had risen by 6%; the food commodity index had fallen by 1%. The price of computer memory chips had fallen since the Committeeâs previous meeting, but remained substantially above the low point in prices reached in the autumn. 9      In the United States, producer prices had fallen by 1.8% in the year to December, following a 1.1% fall in the year to November. The fall had been largely attributable to weaker energy prices. Core producer prices, excluding food and energy, had risen by 0.7% in the year to December. Annual consumer price inflation in the United States had fallen to 1.6% in December from 1.9% in November, which had again been attributable to the decline in energy prices. Annual core consumer price inflation had fallen to 2.7% in December from 2.8% in November. Producer prices in the euro area had fallen by 1.3% in the year to November and by 1.1% in the year to December. German producer prices had risen by 0.1% in the year to December. The euro-area harmonised index of consumer prices (HICP) had risen by 2.1% in the year to December, unchanged from November. The preliminary estimate for annual euro-area HICP inflation in January suggested a rise to 2.5%. Preliminary annual German HICP inflation had been 2.2% in January, up from 1.5% in December. The rise had been attributable to increases in indirect taxes and seasonal food prices. 10    Major international equity indices had fallen since 9 January. In the United States, the S&P 500 had fallen by 6.2%; in the euro area, the Dow Jones Euro Stoxx index had fallen by 5.7%; and, in Japan, the Topix had fallen by 10.0%. Spreads over government bonds in the Merrill Lynch aggregate indices of investment-grade corporate bonds had risen for dollar and euro issuance. I      Monetary and financial conditions 11    The twelve-month growth rate of notes and coin had fallen slightly to 8.0% in January from (a revised) 8.2% in December. The three-month annualised growth rate had risen to 10.1% in January, compared with 8.6% in December. The twelve-month growth rate of M4 had fallen substantially, to 6.7% in December compared with 8.0% in November. The twelve-month growth rate of M4 lending (excluding the effects of securitisations) had fallen to 8.9% in December. A12    The twelve-month growth rate of householdsâ M4 had fallen to 8.0% in December. The twelve-month growth rate of householdsâ Divisia had remained above that of householdsâ M4 growth, at 9.2% in 2001 Q4. The twelve-month growth rate of householdsâ M4 lending (excluding the effects of securitisations) had risen to 11.0% in December. 13    Within total lending to individuals, annual growth of secured lending had risen to 10.2% in December. The number of loan approvals for house purchases had risen slightly, and the annual growth rate of unsecured lending had risen to 14.0% in December. 14    The twelve-month growth rate of private non-financial corporationsâ (PNFCsâ) M4 deposits had risen to 6.8% in December. The twelve-month growth rate of PNFCsâ M4 lending (excluding the effects of securitisations) had fallen to 8.5%. The average monthly flow of total external corporate finance had fallen to Â£3.3 billion in 2001 Q4. Growth of sterling lending to the manufacturing sector had contracted rapidly in 2001 Q4, although growth of lending to the real estate, construction and services sectors had remained strong. Corporatesâ net recourse (calculated using M4 lending adjusted for the effects of securitisations) was positive in 2001 Q4 at Â£0.5 billion. 15    The twelve-month growth rate of other financial corporationsâ (OFCsâ) M4 deposits had fallen sharply in December, to 3.4%. The twelve-month growth rate of OFCsâ M4 lending (excluding the effects of securitisations) had also fallen sharply in December, to 4.1%. 16    Short-term nominal interest rates had fallen at all but the very shortest maturities since the Committeeâs previous meeting. The general collateral repo two-week forward rate had fallen by around 35 basis points six months ahead. The rate one year ahead had fallen since the Committeeâs previous meeting, but remained much higher than the official repo rate and higher than it had been in November. The spread between this forward rate and the official repo rate had been close to 1 percentage point for most of the period since late December â close to the peaks seen in 1996 and 1999/2000, but below the peak of 1994. The high spread had been consistent with market expectations of a rise in the repo rate and a pick-up in GDP growth even though, on average in the past, actual official repo rates had tended to be lower than the rates suggested by earlier forward rates. Longer- term nominal forward rates at all maturities had also fallen over the month. Real yields had risen at maturities beyond ten years. This may partly have reflected the impact of the index-linked gilt auction on 24 January. 17    Inflation expectations derived from gilts at all maturities had fallen since the Committeeâs previous meeting. The size of the falls may have been exaggerated to the extent that there had been any effect on real yields from the index-linked gilt auction. Monthly inflation expectations of participants in HMTâs survey for 2002 Q4 had remained unchanged at 2.1%, while the Consensus Economics year-average forecast for 2002 had fallen to 2.0% in January. Inflation expectations for 2003 from these surveys had been a Q4 value of 2.4% from the HMT survey and a year-average of 2.3% from the Consensus Economics survey. 18    Quoted credit card rates had fallen by 27 basis points in January. The standard variable rate for mortgages had remained unchanged in January. The two-year discounted rate had fallen by 1 basis point. The two-year fixed mortgage rate had risen by 19 basis points, and the spread over two-year swaps had narrowed. 19    Spreads over gilts of investment-grade corporate bonds issued in sterling in the Merrill Lynch aggregate index had fallen since the Committeeâs previous meeting. Non-gilt sterling bond issuance had been less strong in January than in December. Retail lending rates to PNFCs had continued to fall in December. 20    The FTSE All-Share and FTSE 100 indices had fallen by 3.4% and 3.0% respectively since the Committeeâs previous meeting, but were little changed since the end of October. The FTSE Small Cap and FTSE 250 indices had fallen by 6.2% and 5.3% respectively over the same period. The information technology and non-cyclical services sectors had been particularly weak. The number of profit warnings issued in January had fallen slightly compared with December, and had been less than in January 2001. A decomposition of changes in the FTSE 100 had suggested that, over the previous six months, the fall of around 5% had been accounted for primarily by weaker reported and prospective profits. There was little change in the estimate of the equity risk premium over this period as a whole. The picture was similar for the S&P 500 in the United States. 21    Since 9 January, the sterling exchange rate index (ERI) had fallen by 0.1% to 106.8. This reflected a 1.7% depreciation of sterling against the US dollar and a 0.5% appreciation of sterling against the euro. Relative movements in nominal yields at shorter maturities would have suggested a larger depreciation in effective terms, concentrated against the euro. II      Demand and output 22    The preliminary ONS estimate of GDP growth in 2001 Q4 had shown quarterly growth easing to 0.2%, from 0.5% in Q3. Annual GDP growth had slowed to 1.9% in 2001 Q4 from 2.2% in Q3. Service sector output had risen by 0.9% in Q4, compared with growth of 0.6% in Q3. Within services, output in the distribution, hotels and catering sector had increased by 0.4% in Q4, down from 1.3% in Q3. 23    The December industrial production data had been made available to the Committee in time for its meeting. Manufacturing output had fallen by 0.5% in December, and by 1.7% in 2001 Q4. The quarterly fall mainly reflected a sharp fall in the output of the electrical and optical equipment, and basic metal and metal products, industries. 24    Retail sales had declined by 0.3% in December. They had risen by 1.3% in 2001 Q4, and by 6.2% in Q4 compared with a year earlier. Looking forward, the Confederation of British Industry (CBI) survey of distributive trades had suggested that retail sales would continue to be strong over coming months: the expected sales balance had risen to +25 in February from +19 in January. New private car registrations had been 25.8% higher in 2001 Q4 than a year earlier, and were 5.1% higher in January than a year earlier. 25    The GfK consumer confidence index had risen to +6.4 in January from -0.6 in December. The MORI measure of consumer confidence had risen to -20 in January from -29 in November. On business confidence, the CBI Quarterly Industrial Trends business optimism balance had increased from -54 in October to -31 in January. 26    The Nationwide house price index had risen by 0.2% in January, and by 2.7% in the three months to January compared with the three months to October. The Halifax house price index had risen by 1.6% on the month in January and prices on a three-month basis had been 4.6% higher. The Royal Institution of Chartered Surveyorsâ (RICS) balance of estate agents reporting increased prices over the previous three months had risen from +29 in December to +46 in January. Particulars delivered had fallen by 6,000 to 125,000 in December but were 11.6% higher than a year ago. Loan approvals had risen slightly to 111,000 in December from 110,000 in the previous month. 27    Annual net rates of return for PNFCs were broadly unchanged at 12.2% in Q3. Within these, annual net rates of return for the manufacturing and services sectors were 4.3% and 12.5% respectively in 2001 Q3. Investment intentions in the British Chambers of Commerce (BCC) Q4 survey for both service sector and manufacturing firms had continued to decline and had been around the lowest since the early 1990s. The CBI Quarterly Industrial Trends Survey for 2001 Q4 had indicated that investment intentions had not bounced back after 11 September: the balance of firms expecting to increase investment in plant and machinery was unchanged at -28 in the January survey compared with October. 28    Export and import volume growth for goods had fallen in November: goods exports had fallen by 4.4% and goods imports by 3.5% in the three months to November compared with the previous three months. In 2001 Q4, exports of goods to the non-EU had risen by 1.7% on the previous quarter whilst imports of goods from the non-EU had fallen by 0.1%. 29    Forward-looking survey data on the service sector had been mixed. The BCC service sector orders balances had fallen in 2001 Q4: home orders had decreased to +10 from +14 in Q3, whilst export orders had fallen to -8 from +1 over the same period. The headline Chartered Institute of Purchasing and Supply (CIPS) services index had risen to 51.4 in December, from 49.4 in November. The CIPS services incoming new business balance had increased to 51.9 in January from 50.5 in December. 30    In manufacturing, the CIPS manufacturing survey in January had shown signs of improvement in both output and new orders, although both indices had remained below 50. The CBI Quarterly Industrial Trends survey had indicated an improvement in orders compared with three months ago: the expected balance had risen to -12 in January from -25 in October. The BCC home order balance had also shown an improvement: the balance had increased to -6 in 2001 Q4 from -12 in Q3. The CIPS construction index had risen to 54.0 in January from 52.9 in December. IV      Labour market 31    Labour Force Survey (LFS) employment had increased by 65,000 (0.2%) in the three months to November 2001, compared with the previous three months. This had reflected rises in both female employment (37,000) and part-time employment (43,000). At 74.6%, the working-age employment rate had remained unchanged on the quarter, but had been 0.1 percentage points higher than a year ago. 32    Despite the growth in employment, the total number of hours worked had fallen by 0.6% in the September to November period, compared with three months before. Average weekly hours worked per person employed had fallen by 0.7% in the latest quarter. The fall in hours had largely reflected lower overtime working. 33    The CIPS employment surveys for January had suggested that overall employment had continued to decline at the same pace as in December. This had reflected continued employment falls in both manufacturing and services, while employment in construction had continued to rise, although at a slower pace than in December. Forward-looking surveys by the BCC and CBI had suggested a further weakening of employment intentions in manufacturing and services. 34    Survey evidence on skill shortages had suggested a mixed picture. The CBI Industrial Trends survey had reported a sharp fall in manufacturing skill shortages in 2001 Q4, to below its long-run average. On the other hand, the CBI/PwC survey had suggested that shortages of professionals in financial services intensified in December and the BCC survey had indicated that the proportion of firms who faced recruitment difficulties remained high. The latest reports by the Bank's regional Agents had suggested that skill shortages had been unchanged. 35    The LFS measure of unemployment had increased by 15,000 in the three months to November compared with three months earlier, though the rate had remained unchanged at 5.1%. Claimant count unemployment had been broadly flat over the same period but had risen by 3,200 in December. The claimant rate had remained unchanged at 3.2%. Claimant outflows had picked up a little in December, while inflows had remained flat. 36    Inactivity amongst those of working age had fallen by 15,000 (0.2%) in the three months to November, compared with the previous three months. A37    Whole-economy headline earnings growth, a three-month moving average of the annual monthly rates, had been 4.2% in November, down 0.1 percentage points from October. This easing in the headline rate had largely reflected slower headline pay growth in the public (-0.3 percentage points) and manufacturing (-0.7 percentage points) sectors which had offset higher earnings growth in private sector services (+0.2 percentage points). The twelve-month growth rate of earnings had fallen back to 3.9% from 4.4% in October. Whole-economy regular pay growth (not seasonally adjusted) had also fallen, from 5% in October to 4.6% in November. The contribution of bonuses reduced whole- economy earnings growth by 0.9 percentage points (not seasonally adjusted) in November. 38    The Bank's AEI-weighted twelve-month mean measure of whole-economy settlements had been unchanged in December at 3.3%. It had been unchanged since April. On the basis of information available at the time of the meeting, it had appeared that settlements for January were turning out to be a little lower than the December figures. 39    Details of the 2002-03 settlement for teachers in England and Wales covered by the School Teachers' Review Body had been announced on 23 January. The average settlement had been an increase of 3.5% in 2002-03 compared with 3.7% last year. The settlement for those members of the Armed Forces covered by the Armed Forces Pay Review Board had been announced on 29 January. The average settlement had been an increase of 3.7%, the same as last year. Both settlements were due to take effect on 1 April.        Prices 40    The Bankâs sterling commodity price index had risen by 0.8% between November and December. Prices of metals had fallen by 4.6% in December but this had been more than offset by a 1.2% rise in the prices of domestic food and a 1.0% rise in the price of fuels. The annual inflation rate of the commodity price index had picked up to -6.8% in December from -11.8% in November. 41    Oil prices had been volatile over recent months, but had remained at low levels following the sharp fall at the end of September 2001. In January, average sterling oil prices had been about 6% higher than their average level in December. A42    Manufacturing input prices had fallen by 0.7% in December, as a 4.7% fall in crude oil prices had more than offset a 1.2% rise in domestic food prices. Annual input price deflation had eased sharply because of base effects, but prices were still 6.6% lower than a year earlier. Looking ahead, the CIPS manufacturing survey had continued to point to falling input prices. The input price balance had fallen to 39.3 in January, from 40.8 in December. 43    Manufacturing output prices both including and excluding duties (PPIY) had been unchanged between November and December. The annual inflation rate of total output prices had risen to -1.2% and that of PPIY had been unchanged at -0.4% in December. 44    Output prices had risen by less than manufacturersâ total weighted costs since mid-1997. In 2001, weighted costs growth had eased significantly as falls in input prices had been offset by rises in unit labour costs. The CBI Quarterly Trends survey had shown that both average unit costs and output prices were expected to fall in 2002 Q1 â the balances had been -11 and -23 respectively. 45    The CIPS service sector survey had shown a rise in the average prices charged index to 51.1 in January from 49.8 in December, and a rise in the average input prices to 53.7 in January from 51.1 in December. 46    Annual RPIX inflation had risen by 0.1 percentage points to 1.9% in December. The rise had mainly reflected rises of 0.2 percentage points in annual goods price inflation to -0.3%, and 0.1 percentage points in annual services price inflation, to 4.1%. There were no major changes in the contributions of any of the individual components. Annual RPI inflation had fallen by 0.2 percentage points to 0.7% in December. Annual RPIY inflation had risen to 2.3% in December from 2.2% in November, while annual HICP inflation had risen by 0.2 percentage points to 1.0% in December. I      Reports by the Bankâs Agents 47    The Bankâs regional Agents had reported that manufacturing output and orders had continued to fall, and that there had been no clear sign of any slowing in the rate of decline. Aerospace output had fallen further and there had been no signs of recovery in the ICT sector. Manufacturers supplying to the consumer market had continued to report modest growth in output. The trend to moving production away from the United Kingdom had intensified. 48    Overall, there had been an improvement in activity in the service sector. Growth in consumer services output had remained robust. There had been a recovery in overseas holiday bookings, except to the United States. Contacts had also reported an increase in demand for domestic holidays. There had been a slight recovery in output growth in the business services sector, following a particularly sharp decline in growth after 11 September. 49    Construction output growth had stabilised at a high level. Within this, there had been an easing in commercial and industrial construction. But demand for retail construction had remained robust, and there had been continued strong growth in demand from the public sector. The housing market had remained strong, although house price inflation had begun to ease for properties at the top end of the market. 50    Growth in retail sales had continued to increase. Contacts had reported that spending immediately before Christmas and in the âsalesâ afterwards had been higher than during the same period in 2000. Sales of new and used cars had remained very strong. 51    Raw materials costs had continued to fall, offsetting increases in the price of non-material costs, particularly insurance. Falls in raw material prices had generally fed through to manufacturersâ output prices. Retail prices had been stable. There were reports that January discounting had been on a narrower range of stock in 2002 than in 2001, due to better stock control by retailers. 52    The Bank âs regional Agents had conducted an informal survey of around 280 firms on the prospects for earnings growth in 2002. Of the firms sampled that had a company-wide settlement, 15% had expected it to be higher in percentage terms in 2002 than in 2001, while 33% had expected their settlement to be lower. Growth in total pay per employee in 2002 compared with 2001 had been expected to be higher by 28% of the respondents, while 34% had expected it to be lower. The outlook for inflation had been highlighted as the main downward pressure on pay growth in 2002. The main source of upward pressures cited was the recruitment and retention of staff, especially in the retail and construction sectors. A53    In reports outside the survey, Agents had noted falls in manufacturing employment and a further easing in service sector employment. But recruitment had remained strong in the public sector and in the leisure services and construction industries. II     Market intelligence 54    Since the previous Committee meeting, rates implied by short sterling futures contracts had fallen. Rates implied by the contract expiring in March 2002 had fallen by 16 basis points over the period, and those by the December 2002 contract by 48 basis points, to 5.03%. These falls partly reflected lower-than-expected retail sales data, and also perhaps some reversal of technical factors after the year-end. In common with rates implied by eurodollar and euribor contracts, implied rates had fallen following Chairman Greenspanâs comments on 11 January. Following Chairman Greenspanâs comments on 24 January and higher-than-expected UK GDP data on 25 January, some of the fall in implied rates had been reversed. Towards the end of the period, implied rates had fallen in response to falls in world equity prices, and weaker-than-expected non-farm payrolls and ISM data. 55    Market participants had generally expected the Committee not to change the Bankâs official repo rate in February. Similarly, economists polled by Reuters between 29 and 31 January had attached a mean probability of only 22% to a reduction in the Bankâs official repo rate. In line with information from short sterling futures contracts, a majority of traders had expected the official rate to increase before the end of 2002. 56    The US dollar had appreciated in effective terms by 1.3% since the Committeeâs previous meeting and had reached a new 15-year high of 124.9 on 25 January. Market participants had attributed the dollarâs rise to an improved outlook for the US economy in comparison with other areas. Sterling had depreciated by 0.1% in effective terms and had traded in the top half of its range for last year of 104 to 108; it had risen by 0.5% against the euro but had fallen by 1.7% against the dollar. Sterlingâs movements had appeared to be influenced mainly by external factors, as there had been relatively little reaction from the foreign exchange market to UK domestic news. 
200203	  1      Before turning to its immediate policy decision, the Committee discussed the world economy; money, credit, and asset prices; demand and output; labour market conditions; and prices and costs. he world economy
200203	       Economic prospects for 2002 had continued to improve in the United States. GDP growth in 2001 Q4 had been revised up from 0.1% over the previous quarter to 0.3%. The central tendency of the forecast of Federal Reserve Governors and Reserve Bank Presidents was for growth of 2Â½% - 3% between 2001 Q4 and 2002 Q4, which was somewhat higher than the MPCâs own projection at the time of the February Inflation Report . The Consensus forecast for 2002 had risen. The latest survey indices from the Institute for Supply Management (ISM) had increased in February, from 49.9 to 54.7 in manufacturing and from 49.6 to 58.7 in non-manufacturing. The new orders component of the manufacturing index was over 60, suggesting that strong growth of production was in prospect. Shipments of capital goods in January had been significantly higher than on average in 2001 Q4. This evidence suggested that excess capacity would inhibit investment less than it had over the past year. Initial jobless claims were lower. Productivity had been growing very strongly at the end of last year, and this would help to restrain inflation. Against this positive evidence, it was noted that both the Conference Board and the Michigan surveys of consumer confidence had fallen a little in February.
200203	       While prospects for 2002 were stronger, the longer-term picture was less clear. It was possible that the speed of the incipient recovery could reflect a bounceback from the rapid destocking which took place in 2001, and from the temporary effect of the terrorist attacks in September, rather than a return to a sustained long-run growth path. Going further forward, uncertainties remained, with persistent imbalances between domestic and traded sectors. The current account was in substantial deficit, and the household debt servicing burden had risen to an historically high level despite low interest rates. It was too early to assess the likely macroeconomic impact of the recent nnouncement of increased tariffs on some imported steel. It was encouraging that there did not appear to have been any general effect on business confidence from the Enron affair; but equity prices still implied a long-term rate of earnings growth that seemed implausibly high. Moreover, US reports suggested that in the first three quarters of 2001, the companies comprising the NASDAQ 100 had on average announced far higher âpro formaâ earnings than those which they subsequently reported to the Securities and Exchange Commission following US Generally Accepted Accounting Principles.
200203	       In the euro area, the recent economic data had been weak, but forward-looking indicators were somewhat stronger. No estimate for euro-area GDP in 2001 Q4 was yet available. German GDP had fallen in both 2001 Q3 and Q4, having been unchanged in 2001 Q2, and French GDP had also fallen in Q4. However, the German IFO index had risen in February, its fourth consecutive increase; and the euro-area purchasing managersâ indices had also risen in February for both manufacturing and services. Euro-area consumer confidence had risen from â11 to â9 in February, the highest level since last September.
200203	       The economic data for Japan were discouraging. GDP had fallen in the second and third quarters of last year, and consumption continued to be weak. It was not clear what effects the governmentâs recently-announced package to combat deflation would have. However, equity prices had increased over the past month by much more in Japan than in other major markets: the Nikkei index had risen by 7% in the week before the MPC meeting and by 21% since the previous meeting, while in the United States the S&P 500 and the Wilshire indices were up around 7% on the month, and the FTSE All-Share was up only some 3Â½% in the same period. Japanese corporations were likely to have benefited from the evidence of recovery in the United States and in other Asian countries, and it was likely that the recent weakness of the yen had supported the profitability of Japanese companies. But it was also possible that the performance of Japanese equities had been influenced, at least temporarily, by the imminent end of the financial year, for which date accounts would be reported on the basis of marked-to-market value, and reinforced by the new limitations on short-selling, so it would be difficult to interpret the rise in equity prices for at least another month.
200203	       Strong economic data in some other Asian countries were consistent with the view that the worldwide information and communications technology sector (ICT) was beginning to turn round. Industrial production in January in both Korea and Taiwan had been over 10% higher than a year before, and exports were growing. Some of the Latin American economies were also picking up. 7      Overall, therefore, the recovery in the global economy appeared to be occurring earlier, and to be faster and more broadly-based, than envisaged the previous month. oney, credit and asset prices
200203	       Short-term UK market interest rates had risen, by some 15 to 20 basis points at a one-year maturity, since the Committeeâs previous meeting. The latest Reutersâ survey of economists indicated a virtually unanimous expectation that there would be no change in rates this month.
200203	       Sterlingâs effective exchange rate had fallen by 0.2%. There had been a rise of 0.5% against the dollar, and falls of 0.1% against the euro and 1.5% against the yen.
200203	      The Consensus survey of longer-term expectations for sterling published in February had shown a rise of over 8% in the effective rate expected for 2007 compared with the survey published last October. In consequence, the market now expected only a modest fall in the effective exchange rate over the next five years. The Committee considered why survey respondents had taken the view that the current value of sterling might be broadly sustainable. First, it was possible that the market had finally come to the view that sterling would continue to be strong given that it had been around the current level for over five years. However, it was not clear why expectations had shifted so markedly over the past four months. Second, it was possible that market participants now considered it less likely that if sterling were to enter EMU then it would be at a lower rate against the euro. However, since speculation about EMU entry had in the past often been associated with temporary sterling weakness, it was not clear what could have prompted such a change in view. Third, and supported by some anecdotal evidence, market participants might be giving weight to the fact that the bilateral current account deficit of the United Kingdom vis-a-vis the euro-area countries had not widened since 1996, as might have been expected if sterling had become substantially overvalued against the euro. However, Eurostat data had suggested that the UK current account deficit with euro-area countries had in fact widened over this period, although it was notable that there was a similar discrepancy between the national and Eurostat data for Germany and France. The Committee also considered other evidence relevant to the level of sterling. In particular, the rate of return on capital in manufacturing had fallen substantially in recent years, although this may have been less true in relation to the rate of return in tradable services. While the fall in manufacturing profitability may have resulted from factors additional to sterlingâs appreciation, it was hard to think that it was unrelated to it.
200203	      The annual growth rate of broad money had eased from around 8% in November to 6% in January. However, this was accounted for by the recent decline in deposits held by non-bank financial corporations. These deposits were volatile and often difficult to explain. Excluding this component, broad money had continued to grow at an annual rate of around 8%.
200203	      Non-financial corporations had increased their holdings of deposits significantly in recent months, and the annual growth rate of this component had increased from less than 3% in the third quarter to over 8% in January. The rise was broadly based across the main subsectors. It was possible that this had reflected corporate decisions to defer investment in 2001 Q4, perhaps reflecting increased uncertainty following the events of 11 September. Lending to manufacturers by the major British banking groups had risen in January and the annual growth rate, although still negative, had risen.
200203	      Household deposit growth was unchanged in January at just under 8%. Total household borrowing growth had increased again, and the annual rate was now over 11%; both secured and unsecured borrowing growth had continued to rise. The Committee considered the significance of these high rates of growth. The velocity of M4 had been on a declining trend for over twenty years, so it was to be expected that deposit growth would exceed nominal GDP growth. Mortgage equity withdrawal had been exceptionally strong in the second half of 2001, although not all of the proceeds would necessarily be spent immediately. Despite the strong growth in household deposits and borrowing over the past year, the saving ratio had not changed much.
200203	      The housing market remained strong. Both the Halifax and the Nationwide house price indices had increased by around 15% in the year to February, and the Royal Institution of Chartered Surveyorsâ survey for January had shown a large increase in the net balance of estate agents reporting house price rises in the last three months. emand and Output
200203	      Although the ONS estimate for GDP growth in 2001 Q4 had been revised down to 0.0%, this was only slightly below the projection included in the February Inflation Report , and it was possible that the estimate might later be revised upwards, given, in particular, more recent data on construction activity.
200203	      Revisions to the components of expenditure suggested that investment had been weaker than previously estimated in 2001 Q4, while consumption had been much stronger, rising by 1.1% over the third quarter against a previous estimate of 0.7%.
200203	      Although household borrowing and house prices had continued to rise, which might be expected to support consumption, the latest information was mixed. The volume of retail sales was estimated to have fallen by 0.3% in January and by 0.5% in December. However, these movements were small relative to the size of the statistical seasonal adjustment in both months, so data for at least another month would be required to confirm the trend. The CBI Distributive Trades survey had shown falls in January and February from a very strong December level. It was possible that the unexpected strength of consumer demand before Christmas had meant that the stock of goods remaining to be sold at a discount in January had been lower than usual. This would also be consistent with prices for some consumer goods in January having been discounted less than a year ago. Private car sales had grown robustly taking January and February data together. Looking ahead, consumer confidence surveys remained buoyant. One interpretation of the continuing unexpected strength of consumption in 2001 Q4 was that the effect of interest rate reductions in reducing householdsâ interest payments and facilitating further borrowing had been underestimated. It was possible that some consumers believed that they could afford to devote a given proportion of their income to debt servicing, so that lower interest rates had encouraged them to increase their borrowing, and that this adjustment was still in progress. In that case, any slowdown in consumption in response to a decline in the growth of disposable income might only be gradual while interest rates remained low.
200203	      Prospects for business activity and investment had improved in the latest month. The CIPS PMI survey for manufacturing was over 50 for the first time in a year, and expectations for output, new orders and export orders were all up. The balance of respondents in the CBI manufacturing survey expecting output to rise in the next three months had risen from â28 in December to +1 in January. The Bankâs regional Agents had reported a widespread intention among non-manufacturing contacts to increase investment in 2002, though manufacturers were expected to reduce investment on average. The labour market
200203	      There had been continued divergence between employment, which on the Labour Force Survey measure had risen by 0.3% in the three months to December, and average hours worked, which had fallen by 0.7% in the same period. Overtime hours had fallen. The central projection in the February Inflation Report had envisaged a rise in unemployment with average hours little changed, and it was possible that recent outturns, which combined lower hours with lower unemployment, would be more supportive of consumption than had been assumed in the central projection.
