firm_id,sector,region,age,employees,revenue,assets,leverage,current_ratio,interest_coverage,export_share,previous_default,default_next_year
43059,retail,Central,83,128,26.618,87.137,0.098,0.873,1.423,0.222,0,0
43060,services,East,54,141,18.139,60.091,0.3,2.18,17.261,0.658,0,0
43061,other,Central,87,134,50.638,92.166,0.296,0.543,2.075,0.0,0,0
43062,construction,East,55,169,35.747,118.5,0.365,0.688,1.604,0.0,0,0
43063,other,South,88,62,12.436,34.604,0.73,1.032,2.744,0.144,0,0
43064,transport,West,29,82,22.538,53.411,0.191,0.302,16.673,0.0,1,0
43065,services,Central,71,517,324.584,865.772,0.203,1.314,1.958,0.0,0,0
43066,services,Central,15,76,20.361,63.197,0.081,1.321,0.57,0.443,0,0
43067,services,East,26,116,9.692,22.535,0.233,1.557,7.53,0.0,0,0
43068,transport,East,6,365,93.017,178.421,0.092,4.064,12.871,0.0,0,0
43069,retail,East,1,146,43.354,97.662,0.392,1.102,7.69,0.0,0,0
43070,retail,West,44,215,56.966,186.604,0.494,2.108,5.2,0.0,0,0
43071,finance,East,26,91,31.52,42.557,0.062,3.607,0.481,0.0,0,1
43072,manufacturing,Central,47,189,32.862,68.027,0.123,3.253,0.375,0.489,0,0
43073,retail,South,56,79,20.791,57.273,0.615,5.191,6.095,0.0,0,0
43074,construction,East,76,152,56.454,76.712,0.251,1.009,3.257,0.0,1,0
43075,retail,East,75,201,69.473,165.234,0.086,0.116,0.683,0.0,0,0
43076,construction,South,62,262,45.975,142.536,0.145,3.716,8.459,0.0,0,0
43077,retail,Central,24,56,11.85,32.419,0.194,3.648,3.346,0.592,0,0
43078,services,Central,5,295,51.238,108.42,0.647,3.184,3.448,0.192,0,0
43079,retail,East,18,288,138.126,347.141,0.327,1.282,1.231,0.0,0,0
43080,other,North,2,52,21.997,60.441,0.522,0.965,1.835,0.541,0,0
43081,manufacturing,Central,71,865,369.391,724.628,0.443,1.91,1.339,0.27,0,0
43082,transport,East,35,108,6.029,20.327,0.23,2.675,2.262,0.0,0,0
43083,retail,Central,85,195,22.518,51.159,0.254,2.06,0.789,0.0,0,0
43084,retail,East,3,60,27.753,89.694,0.26,5.819,2.63,0.0,0,0
43085,finance,North,83,164,4.722,12.384,0.205,1.424,10.244,0.0,1,0
43086,construction,South,50,202,40.976,80.509,0.212,2.043,1.24,0.0,0,0
43087,services,West,48,22,7.494,25.055,0.324,1.625,4.392,0.0,0,0
43088,construction,South,19,86,24.726,55.594,0.112,1.149,0.93,0.0,0,0
43089,manufacturing,Central,92,127,46.916,148.435,0.365,0.859,8.948,0.0,0,0
43090,retail,Central,40,27,8.696,25.135,0.197,3.087,1.913,0.0,0,0
43091,other,West,86,42,13.819,20.551,0.286,3.115,53.416,0.0,0,0
43092,other,East,97,129,31.214,44.868,0.232,3.37,0.614,0.0,0,0
43093,retail,Central,52,38,3.007,4.513,0.248,1.784,15.132,0.0,0,0
43094,services,North,76,68,41.92,76.237,0.31,0.711,7.483,0.613,0,0
43095,construction,North,95,154,76.826,170.488,0.471,2.031,1.579,0.0,0,0
43096,services,Central,67,59,40.1,83.825,0.429,0.395,1.263,0.0,0,0
43097,retail,West,54,212,32.128,108.656,0.288,1.205,0.549,0.0,0,0
43098,services,Central,100,54,4.827,14.701,0.137,1.003,0.991,0.0,0,0
43099,services,Central,10,107,18.59,39.927,0.424,3.508,8.552,0.151,0,0
43100,construction,North,90,148,45.042,74.971,0.158,0.966,2.145,0.0,0,0
43101,services,East,92,236,129.6,318.469,0.344,2.238,2.026,0.0,0,1
43102,services,South,72,57,16.131,20.43,0.257,1.091,14.108,0.0,0,0
43103,services,North,90,187,33.922,63.078,0.153,3.779,3.926,0.0,0,0
43104,retail,Central,65,324,100.161,290.404,0.17,2.206,5.598,0.368,0,0
43105,services,East,79,167,7.969,18.58,0.444,4.782,1.857,0.221,0,0
43106,manufacturing,South,32,347,26.439,54.314,0.301,1.374,0.002,0.0,0,0
43107,services,Central,85,381,102.883,267.795,0.405,2.217,0.95,0.036,0,0
43108,manufacturing,East,30,203,6.612,15.843,0.503,2.844,10.734,0.711,0,0
43109,manufacturing,West,67,444,115.53,202.984,0.441,0.873,4.903,0.277,0,0
43110,services,South,81,64,12.315,34.818,0.322,2.473,1.897,0.0,0,0
43111,manufacturing,Central,97,138,13.626,28.943,0.104,0.816,3.571,0.309,0,0
43112,manufacturing,West,52,195,26.072,45.694,0.265,2.558,6.397,0.0,0,0
43113,transport,Central,92,133,56.806,84.483,0.362,2.622,2.9,0.0,1,0
43114,manufacturing,Central,79,242,20.478,24.679,0.332,2.997,2.163,0.249,0,0
43115,services,North,15,153,27.003,66.008,0.475,3.738,1.249,0.0,0,0
43116,manufacturing,Central,78,484,71.757,249.038,0.397,2.985,15.949,0.0,0,0
43117,services,East,10,224,61.931,87.014,0.183,3.311,2.636,0.0,0,0
43118,retail,North,6,155,45.557,102.58,0.122,1.778,0.687,0.0,0,0
43119,other,Central,25,59,21.981,29.314,0.333,4.884,3.319,0.0,1,0
43120,manufacturing,Central,4,255,101.876,235.596,0.199,1.848,0.503,0.103,0,0
43121,transport,West,21,342,68.761,170.888,0.249,4.85,13.244,0.0,0,0
43122,manufacturing,South,30,604,128.858,309.832,0.558,1.342,9.327,0.0,0,0
43123,manufacturing,West,42,416,314.347,739.857,0.152,3.179,13.051,0.339,0,0
43124,retail,West,97,103,39.913,76.067,0.243,1.947,1.117,0.0,0,0
43125,transport,East,90,330,46.102,142.61,0.171,0.1,0.934,0.414,0,0
43126,transport,South,65,275,61.038,86.821,0.244,1.802,0.267,0.0,0,0
43127,manufacturing,East,52,75,11.532,17.301,0.566,0.742,1.816,0.598,0,0
43128,retail,East,55,96,18.842,27.016,0.046,2.292,3.689,0.075,0,0
43129,other,East,61,95,67.79,207.106,0.522,1.748,1.045,0.0,0,0
43130,manufacturing,South,44,192,20.046,66.421,0.135,1.13,5.604,0.0,0,0
43131,manufacturing,East,43,255,69.582,152.749,0.17,0.495,0.248,0.338,0,0
43132,manufacturing,East,86,213,24.34,84.56,0.34,1.7,3.744,0.404,0,0
43133,services,East,45,165,54.432,121.566,0.27,0.808,4.038,0.667,0,0
43134,services,Central,10,94,13.917,18.499,0.075,2.461,0.974,0.0,0,0
43135,services,North,23,48,16.832,23.841,0.262,0.49,8.876,0.0,0,0
43136,manufacturing,West,44,303,11.937,31.707,0.181,2.617,0.392,0.375,0,0
43137,finance,North,17,77,13.554,44.094,0.287,2.709,6.288,0.0,0,0
43138,manufacturing,West,75,212,25.734,32.992,0.427,2.046,2.916,0.0,0,0
43139,manufacturing,West,74,979,153.956,300.794,0.28,1.326,0.359,0.216,0,0
43140,services,Central,91,82,30.892,58.666,0.32,0.825,13.97,0.0,0,0
43141,manufacturing,East,55,120,26.182,44.709,0.167,0.977,2.819,0.608,0,0
43142,construction,Central,7,277,69.34,117.896,0.325,3.368,8.8,0.0,0,0
43143,services,West,68,97,39.294,117.715,0.344,3.072,2.422,0.0,0,0
43144,other,North,70,44,11.584,21.583,0.3,2.789,0.098,0.0,0,0
43145,retail,South,65,354,75.445,195.809,0.137,0.338,3.004,0.0,0,0
43146,manufacturing,East,31,260,68.011,161.673,0.461,4.559,7.929,0.121,0,0
43147,construction,South,66,352,144.516,460.761,0.25,0.934,2.018,0.0,0,0
43148,manufacturing,Central,48,224,18.464,24.949,0.221,2.712,2.033,0.0,0,0
43149,retail,West,13,167,27.807,68.861,0.288,4.704,1.038,0.0,0,0
43150,construction,West,41,481,78.98,171.421,0.424,2.048,1.457,0.0,0,0
43151,services,Central,71,56,14.467,33.15,0.724,1.804,2.127,0.0,0,1
43152,retail,Central,92,173,36.007,106.789,0.101,0.425,3.655,0.0,0,0
43153,services,East,19,85,9.687,14.846,0.497,1.335,6.073,0.189,1,0
43154,manufacturing,South,41,147,78.176,162.89,0.085,3.642,0.376,0.169,0,0
43155,other,East,56,27,10.064,35.094,0.38,0.948,1.247,0.319,0,0
43156,retail,South,29,120,28.127,94.498,0.071,2.059,0.569,0.0,0,0
43157,finance,East,70,65,22.356,56.459,0.327,0.963,0.35,0.425,0,1
43158,services,East,46,247,92.684,300.718,0.306,0.273,2.799,0.0,0,0
43159,construction,Central,87,82,10.493,28.788,0.225,1.92,0.31,0.0,0,0
43160,manufacturing,East,55,397,42.953,64.481,0.136,1.371,0.446,0.204,0,0
43161,services,West,58,38,42.729,147.526,0.365,1.493,1.934,0.0,0,0
43162,construction,East,68,83,32.315,108.136,0.246,7.953,0.222,0.0,0,0
43163,other,East,58,38,25.664,75.805,0.232,1.958,0.432,0.0,1,0
43164,manufacturing,East,54,139,51.543,126.042,0.455,1.099,4.18,0.489,0,0
43165,construction,Central,47,650,224.78,597.001,0.364,1.708,0.579,0.0,0,0
43166,manufacturing,East,29,276,33.27,85.7,0.16,2.485,3.564,0.0,0,0
43167,construction,Central,56,79,9.936,30.306,0.385,1.595,0.307,0.544,0,0
43168,construction,South,45,107,12.477,35.393,0.284,0.871,0.792,0.0,0,0
43169,transport,Central,57,167,152.783,308.032,0.254,0.723,1.656,0.0,0,0
43170,transport,West,38,84,3.861,9.689,0.133,3.129,5.9,0.0,0,0
43171,services,Central,39,164,15.816,25.705,0.347,2.919,2.57,0.0,0,0
43172,manufacturing,North,46,442,99.083,124.176,0.138,2.984,2.559,0.461,0,0
43173,services,West,21,144,26.014,48.632,0.097,3.002,2.558,0.0,0,0
43174,manufacturing,West,17,164,48.735,101.787,0.413,3.796,2.709,0.545,0,0
43175,retail,East,69,517,371.723,549.463,0.577,1.716,2.238,0.0,0,0
43176,retail,East,44,75,13.07,34.15,0.353,1.9,1.462,0.0,0,0
43177,retail,Central,40,61,38.365,125.532,0.361,0.834,14.846,0.0,0,0
43178,manufacturing,West,95,523,110.033,354.587,0.383,4.183,0.85,0.559,0,0
43179,services,West,30,273,42.946,104.142,0.313,2.978,2.708,0.0,0,0
43180,services,South,33,156,29.303,60.714,0.114,2.184,6.088,0.0,0,0
43181,other,East,45,37,25.664,62.071,0.423,3.326,1.938,0.0,0,0
43182,manufacturing,West,95,268,39.129,86.298,0.056,2.272,0.019,0.0,0,0
43183,services,Central,37,151,84.724,292.718,0.345,0.918,4.96,0.0,0,0
43184,finance,East,88,127,60.508,175.55,0.18,1.195,2.93,0.0,1,0
43185,services,East,54,119,32.195,92.693,0.276,0.887,1.04,0.0,0,0
43186,services,East,8,77,7.698,23.994,0.174,2.97,29.339,0.0,0,0
43187,manufacturing,South,59,488,374.923,512.785,0.178,2.443,1.799,0.557,0,0
43188,finance,East,77,108,17.121,39.021,0.498,0.843,1.068,0.0,0,0
43189,finance,East,2,75,24.24,83.719,0.341,1.291,3.487,0.0,0,0
43190,manufacturing,North,38,122,30.847,89.799,0.249,4.908,0.678,0.425,0,0
43191,services,East,41,145,15.309,29.382,0.288,5.353,0.948,0.0,0,0
43192,transport,North,98,199,32.638,105.02,0.226,2.38,9.343,0.0,0,0
43193,other,Central,31,38,59.657,120.969,0.396,1.289,1.459,0.0,0,0
43194,services,East,90,235,42.59,135.572,0.18,2.062,1.16,0.0,0,0
43195,services,West,73,294,12.59,27.378,0.452,1.957,7.818,0.273,0,0
43196,retail,North,82,114,30.754,102.719,0.581,1.4,4.505,0.0,0,0
43197,services,West,9,153,32.891,105.338,0.356,0.313,0.708,0.0,1,1
43198,manufacturing,Central,11,118,38.133,104.402,0.629,1.178,0.903,0.181,0,1
43199,finance,East,57,46,10.025,27.773,0.346,2.87,0.487,0.0,0,0
43200,finance,West,20,61,11.723,23.793,0.266,0.974,0.667,0.0,0,0
43201,services,South,83,56,8.81,14.888,0.05,0.95,1.118,0.0,0,0
43202,construction,West,13,112,53.593,92.854,0.154,0.795,10.617,0.0,0,0
43203,construction,West,92,158,36.62,99.915,0.673,2.919,0.96,0.0,0,1
43204,manufacturing,East,36,473,128.875,274.418,0.132,3.603,7.148,0.312,0,0
43205,construction,North,52,252,110.207,313.87,0.094,2.397,6.245,0.0,0,0
43206,finance,Central,14,178,32.464,78.146,0.367,1.975,4.361,0.096,0,0
43207,services,Central,14,116,7.049,18.198,0.343,4.657,3.782,0.338,0,0
43208,other,Central,54,35,11.806,24.327,0.134,0.717,2.167,0.346,0,0
43209,manufacturing,East,16,176,36.293,101.157,0.456,4.783,2.604,0.0,0,0
43210,retail,Central,94,142,12.586,30.705,0.479,1.488,1.198,0.0,0,0
43211,construction,North,26,171,47.624,147.212,0.372,2.411,0.556,0.0,1,0
43212,transport,East,97,96,38.721,59.121,0.225,0.636,7.083,0.505,0,0
43213,retail,East,2,90,55.048,73.593,0.472,0.344,11.535,0.0,0,0
43214,services,East,89,62,11.747,17.861,0.161,3.179,0.407,0.0,1,0
43215,manufacturing,Central,53,651,56.545,139.02,0.099,2.773,2.051,0.349,0,0
43216,manufacturing,Central,58,91,80.682,245.836,0.19,0.807,0.104,0.0,0,0
43217,manufacturing,West,28,287,20.34,43.377,0.186,1.941,3.624,0.0,0,0
43218,services,East,93,94,47.543,105.641,0.184,4.594,0.569,0.0,0,0
43219,services,West,93,104,18.104,51.476,0.057,2.629,0.438,0.0,0,0
43220,manufacturing,South,56,285,58.451,180.766,0.74,2.328,0.909,0.0,0,0
43221,construction,West,66,139,16.97,34.354,0.607,1.239,1.418,0.0,0,0
43222,services,East,45,200,97.544,122.498,0.316,0.966,3.228,0.321,0,0
43223,construction,Central,42,381,138.267,360.002,0.028,2.899,5.249,0.0,0,0
43224,retail,Central,59,40,6.888,23.11,0.245,0.713,1.142,0.133,0,0
43225,retail,East,70,116,9.683,24.753,0.145,1.542,3.472,0.0,0,0
43226,transport,West,68,232,52.993,109.35,0.212,0.656,0.54,0.0,0,0
43227,services,South,12,77,86.003,300.623,0.54,0.963,9.445,0.0,0,1
43228,retail,Central,1,101,66.344,136.23,0.363,2.429,4.87,0.0,0,0
43229,manufacturing,North,8,181,37.955,129.015,0.16,1.11,0.116,0.0,0,0
43230,construction,East,37,274,69.167,143.529,0.474,3.77,1.973,0.0,0,0
43231,construction,Central,13,196,31.243,37.738,0.167,0.49,7.79,0.0,0,0
43232,manufacturing,North,77,140,8.687,13.426,0.513,0.776,3.847,0.0,0,0
43233,services,East,81,111,7.925,10.994,0.071,0.504,6.526,0.0,1,0
43234,construction,North,54,357,96.53,203.201,0.314,3.437,1.141,0.0,0,0
43235,finance,East,32,181,38.463,80.164,0.137,0.155,0.308,0.14,0,1
43236,retail,Central,45,127,30.364,98.214,0.438,1.602,0.736,0.0,0,0
43237,manufacturing,North,73,122,5.587,10.182,0.432,0.76,0.927,0.34,0,0
43238,construction,Central,99,329,23.729,41.352,0.351,0.118,2.769,0.0,0,0
43239,construction,North,87,34,7.858,19.72,0.123,0.183,1.411,0.0,0,0
43240,construction,West,61,61,7.359,22.473,0.087,3.599,4.725,0.53,0,0
43241,finance,East,32,86,8.469,22.037,0.046,7.277,13.213,0.0,0,0
43242,retail,Central,72,42,10.906,33.29,0.29,4.575,3.062,0.0,0,0
43243,services,South,71,271,20.912,57.485,0.086,3.504,0.454,0.0,0,0
43244,transport,North,55,51,9.991,17.135,0.462,3.195,0.345,0.0,0,0
43245,other,East,32,48,13.101,28.08,0.758,0.25,2.509,0.273,0,0
43246,construction,West,1,228,22.909,50.263,0.175,7.004,0.758,0.0,0,0
43247,manufacturing,Central,6,109,42.65,94.166,0.144,3.672,1.269,0.0,1,0
43248,retail,North,75,114,16.614,28.131,0.415,0.848,1.442,0.0,0,0
43249,manufacturing,North,34,318,43.432,136.627,0.387,0.99,3.404,0.0,0,0
43250,manufacturing,West,43,170,26.416,80.474,0.413,0.102,1.806,0.205,0,0
43251,transport,East,20,335,15.618,49.203,0.361,3.285,8.928,0.327,0,0
43252,manufacturing,West,34,150,46.842,126.961,0.421,4.152,2.155,0.453,0,0
43253,services,Central,32,83,27.985,91.861,0.225,0.891,3.676,0.174,0,0
43254,construction,East,67,166,124.981,353.909,0.081,0.587,9.346,0.0,0,0
43255,services,East,80,175,76.745,92.751,0.141,1.378,0.552,0.0,0,0
43256,manufacturing,West,85,334,77.507,258.867,0.093,0.528,4.234,0.039,0,0
43257,retail,Central,15,50,78.507,128.451,0.307,0.887,1.249,0.0,0,0
43258,manufacturing,East,39,291,265.311,847.945,0.7,0.446,2.206,0.0,0,0
43259,construction,East,85,261,44.264,82.51,0.107,1.856,8.224,0.0,0,0
43260,retail,East,46,77,15.618,44.602,0.574,1.443,5.196,0.308,0,0
43261,manufacturing,Central,55,563,254.984,503.266,0.232,1.158,1.46,0.0,0,0
43262,manufacturing,South,82,514,158.24,246.943,0.242,1.053,1.362,0.42,0,0
43263,manufacturing,South,7,202,103.171,278.673,0.28,0.944,6.132,0.605,0,0
43264,construction,East,40,192,39.237,95.687,0.219,1.338,5.832,0.0,0,0
43265,retail,West,49,46,37.71,120.537,0.254,0.247,2.963,0.0,0,0
43266,services,Central,37,57,6.352,12.839,0.054,2.006,0.346,0.0,0,0
43267,other,Central,20,68,11.278,35.559,0.211,2.135,1.44,0.0,0,0
43268,services,West,62,406,186.876,562.582,0.388,2.632,0.661,0.0,0,0
43269,construction,Central,63,54,17.678,49.63,0.228,1.838,8.685,0.0,0,0
43270,manufacturing,East,26,452,63.381,187.713,0.558,1.829,4.118,0.0,0,0
43271,construction,West,86,32,12.948,42.21,0.318,1.574,5.674,0.625,0,0
43272,retail,Central,32,142,57.668,157.859,0.486,2.904,0.792,0.0,0,0
43273,other,East,23,27,12.346,18.406,0.3,1.843,7.606,0.165,1,0
43274,construction,West,67,321,77.546,187.377,0.79,1.324,6.637,0.0,0,0
43275,manufacturing,North,4,319,61.618,147.721,0.185,5.96,0.829,0.0,0,0
43276,services,East,21,98,19.298,28.263,0.604,2.774,0.909,0.525,0,0
43277,services,Central,56,84,28.11,41.604,0.292,3.874,0.512,0.0,0,0
43278,services,East,68,67,9.021,27.14,0.678,3.232,2.269,0.477,0,0
43279,retail,Central,68,107,50.245,64.049,0.223,1.361,3.083,0.0,0,0
43280,services,West,89,54,14.776,18.176,0.325,4.421,2.504,0.0,0,0
43281,retail,East,57,58,47.356,162.304,0.541,1.718,3.189,0.0,0,0
43282,construction,South,52,71,15.632,35.477,0.568,1.348,7.166,0.0,0,0
43283,manufacturing,West,68,348,115.771,365.204,0.304,2.315,2.057,0.471,0,0
43284,services,Central,38,91,16.456,44.06,0.077,1.674,1.63,0.0,0,0
43285,construction,East,3,90,26.426,74.694,0.2,0.588,0.072,0.0,0,0
43286,services,North,54,87,9.401,13.584,0.277,1.54,0.838,0.0,0,0
43287,retail,East,2,91,121.854,369.949,0.387,2.677,11.21,0.0,0,0
43288,retail,Central,96,150,34.003,58.313,0.507,0.475,2.31,0.385,0,0
43289,retail,Central,71,305,239.155,318.428,0.067,1.422,0.201,0.0,0,1
43290,manufacturing,East,42,292,122.231,426.16,0.145,1.878,0.123,0.0,0,1
43291,manufacturing,East,4,221,18.618,22.762,0.331,2.507,2.447,0.349,0,0
43292,services,West,37,79,14.027,31.646,0.358,1.323,15.669,0.0,0,0
43293,services,East,60,90,29.095,101.038,0.157,1.264,3.541,0.0,0,0
43294,retail,East,12,56,21.361,63.74,0.357,4.275,33.456,0.0,0,0
43295,construction,East,54,156,20.257,34.312,0.344,3.695,1.704,0.0,0,0
43296,retail,Central,8,105,7.528,12.369,0.142,3.035,0.863,0.0,0,0
43297,services,North,55,362,136.046,280.999,0.067,2.732,5.234,0.0,0,0
43298,manufacturing,East,14,605,420.842,1028.392,0.516,0.936,1.367,0.0,0,1
43299,manufacturing,West,59,299,154.187,479.791,0.602,0.112,42.671,0.0,0,0
43300,manufacturing,West,93,584,72.408,206.312,0.09,2.059,0.623,0.318,0,0
43301,retail,Central,12,49,7.35,19.122,0.197,1.611,0.907,0.285,0,0
43302,services,North,35,157,206.388,722.209,0.144,0.267,7.837,0.0,0,0
43303,construction,Central,94,163,15.736,38.908,0.66,3.836,4.741,0.0,0,0
43304,retail,North,78,210,25.903,83.056,0.229,1.135,29.943,0.0,0,0
43305,finance,South,77,34,15.618,28.474,0.329,1.807,2.157,0.0,0,0
43306,manufacturing,South,30,87,29.388,48.626,0.126,4.267,4.489,0.325,0,0
43307,retail,North,68,146,51.577,71.248,0.238,1.591,1.94,0.0,0,0
43308,retail,West,91,50,7.305,17.351,0.412,2.364,2.876,0.531,0,0
43309,retail,East,14,92,12.387,18.161,0.404,2.418,5.283,0.0,0,0
43310,finance,North,49,118,18.335,53.133,0.16,6.62,0.862,0.0,0,0
43311,construction,Central,75,97,43.23,97.525,0.277,2.436,0.585,0.125,0,0
43312,services,East,35,77,14.875,20.974,0.178,1.435,3.057,0.394,0,0
43313,services,Central,83,47,35.149,44.576,0.257,4.479,0.56,0.0,0,0
43314,services,West,87,126,23.878,41.211,0.205,0.288,1.875,0.0,0,0
43315,services,West,25,188,22.235,39.032,0.013,1.372,0.34,0.395,0,0
43316,finance,North,82,61,17.761,58.226,0.463,1.098,5.336,0.0,0,0
43317,transport,West,11,89,13.154,23.35,0.172,1.797,3.935,0.355,0,0
43318,manufacturing,Central,15,273,246.295,782.552,0.231,1.571,0.378,0.288,0,0
43319,retail,Central,86,44,4.253,8.241,0.447,2.301,3.948,0.0,0,0
43320,services,East,69,220,51.425,146.505,0.319,0.738,2.913,0.0,0,0
43321,services,West,19,72,27.31,65.339,0.244,2.752,2.158,0.598,0,0
43322,manufacturing,Central,72,451,142.803,254.13,0.161,0.351,5.639,0.0,0,0
43323,finance,East,60,288,105.639,212.946,0.253,0.406,7.056,0.0,0,0
43324,services,North,4,75,28.143,66.583,0.328,2.273,3.541,0.0,0,0
43325,finance,West,76,20,14.122,26.622,0.518,2.125,1.218,0.0,1,0
43326,retail,Central,98,176,15.064,29.907,0.327,0.288,2.229,0.539,0,0
43327,services,East,81,47,6.054,8.283,0.634,0.467,0.401,0.0,0,0
43328,services,East,82,62,17.782,28.123,0.4,1.62,1.309,0.0,1,0
43329,other,North,7,34,8.163,16.452,0.138,4.087,0.788,0.0,0,1
43330,other,South,57,57,3.948,4.859,0.257,0.882,10.439,0.0,0,0
43331,retail,East,44,81,61.984,104.54,0.267,0.354,2.574,0.494,0,0
43332,services,East,98,320,68.687,134.177,0.143,2.025,0.46,0.345,0,0
43333,manufacturing,Central,89,356,102.339,162.119,0.151,1.39,5.541,0.0,0,0
43334,manufacturing,West,73,283,168.937,346.99,0.731,0.961,1.822,0.0,1,1
43335,manufacturing,Central,42,486,277.776,955.808,0.181,1.191,0.04,0.338,0,0
43336,transport,Central,28,61,23.108,33.275,0.276,3.463,3.808,0.0,0,0
43337,construction,East,59,175,19.258,44.534,0.269,5.665,1.832,0.0,0,0
43338,services,North,83,329,50.0,129.69,0.357,1.141,1.005,0.0,0,0
43339,other,East,52,93,23.254,69.458,0.146,2.121,2.487,0.0,0,0
43340,services,East,42,75,21.375,42.752,0.244,3.854,1.21,0.0,0,0
43341,retail,North,56,107,29.338,84.891,0.396,1.801,1.842,0.797,0,0
43342,retail,East,92,27,2.981,10.32,0.151,0.89,9.169,0.0,0,0
43343,construction,North,30,214,44.885,91.194,0.234,4.081,0.825,0.0,0,0
43344,manufacturing,South,100,342,83.656,165.23,0.567,2.045,7.407,0.0,0,0
43345,transport,East,10,307,21.138,64.576,0.304,2.63,3.85,0.0,0,0
43346,services,East,24,436,331.064,849.827,0.143,1.136,3.892,0.0,0,0
43347,finance,North,81,52,15.913,42.257,0.359,4.781,5.851,0.0,0,0
43348,services,East,68,113,14.834,21.499,0.441,0.84,2.441,0.719,0,0
43349,services,Central,75,162,81.489,98.45,0.053,4.681,0.675,0.0,0,0
43350,other,South,11,62,6.378,20.062,0.44,4.914,2.348,0.405,0,0
43351,manufacturing,West,52,312,140.423,437.063,0.605,0.917,6.245,0.406,0,0
43352,other,North,21,22,2.132,3.549,0.095,1.556,0.821,0.0,0,0
43353,transport,East,71,74,67.91,225.456,0.25,1.111,3.156,0.0,0,0
43354,services,West,57,177,45.631,155.077,0.107,0.287,1.124,0.0,1,1
43355,finance,Central,99,108,23.804,30.495,0.213,0.898,0.422,0.0,0,0
43356,services,South,54,195,25.115,72.085,0.435,1.582,8.19,0.0,0,0
43357,retail,East,93,29,9.25,17.321,0.276,3.569,1.964,0.0,0,0
43358,manufacturing,Central,53,138,30.643,100.861,0.213,2.438,6.254,0.801,0,0
43359,services,East,81,121,24.948,80.137,0.284,3.437,3.022,0.0,0,0
43360,services,North,7,239,44.163,79.861,0.169,1.901,10.541,0.0,0,0
43361,manufacturing,East,3,314,85.726,254.772,0.232,2.126,2.328,0.47,1,0
43362,manufacturing,East,24,217,22.773,73.469,0.213,0.492,1.911,0.294,0,0
43363,construction,East,34,126,24.537,47.008,0.386,0.773,1.376,0.0,0,0
43364,retail,East,24,114,26.891,63.399,0.122,0.267,1.969,0.0,0,1
43365,transport,West,70,78,34.122,105.408,0.237,1.687,0.649,0.0,0,0
43366,other,West,47,22,9.688,25.676,0.056,2.614,3.272,0.0,0,0
43367,retail,East,37,63,8.429,22.314,0.118,0.132,3.93,0.0,0,0
43368,retail,South,60,216,80.216,268.071,0.383,2.075,0.656,0.0,0,0
43369,retail,West,52,86,13.067,21.701,0.543,0.367,0.703,0.0,0,1
43370,retail,North,80,71,5.885,16.989,0.328,1.223,2.118,0.0,0,0
43371,manufacturing,Central,19,225,109.197,375.908,0.092,1.051,2.645,0.0,0,0
43372,construction,East,19,188,74.509,131.463,0.168,1.396,6.066,0.0,0,0
43373,transport,East,98,255,64.56,81.255,0.722,2.076,0.38,0.524,0,1
43374,manufacturing,North,5,110,38.048,92.691,0.246,2.407,2.129,0.0,0,0
43375,services,East,23,19,5.402,12.792,0.059,2.58,1.115,0.118,0,0
43376,retail,Central,40,49,46.087,71.715,0.105,0.346,3.21,0.0,0,0
43377,construction,East,39,217,25.437,67.822,0.047,1.57,0.766,0.0,0,0
43378,transport,Central,79,664,163.484,220.852,0.464,3.782,1.033,0.0,0,0
43379,services,Central,23,93,49.757,151.136,0.104,0.721,3.776,0.604,0,0
43380,manufacturing,Central,83,375,61.411,82.643,0.279,3.073,1.087,0.643,0,0
43381,construction,East,71,518,98.288,214.166,0.298,3.417,0.451,0.0,0,0
43382,construction,West,87,74,29.196,101.148,0.266,2.933,0.853,0.0,0,0
43383,transport,Central,91,210,73.584,255.048,0.095,2.433,1.447,0.0,0,0
43384,retail,West,8,64,12.5,40.27,0.437,0.287,1.643,0.0,0,0
43385,services,East,60,200,24.313,41.562,0.155,1.97,2.081,0.0,0,0
43386,construction,Central,92,59,27.084,68.236,0.125,1.156,2.085,0.272,0,0
43387,manufacturing,Central,3,183,37.927,65.119,0.29,1.4,3.231,0.0,0,0
43388,retail,West,17,36,9.799,20.777,0.758,2.152,0.488,0.0,0,0
43389,services,Central,73,86,22.83,28.877,0.063,0.606,0.827,0.0,0,0
43390,manufacturing,West,30,300,56.995,74.248,0.253,0.786,12.751,0.0,0,0
43391,manufacturing,Central,82,940,436.577,1207.258,0.418,1.913,2.213,0.0,0,0
43392,services,North,15,134,17.203,55.769,0.183,1.756,1.359,0.0,0,0
43393,construction,Central,44,283,62.532,128.012,0.49,1.257,2.711,0.0,0,0
43394,manufacturing,North,44,800,118.596,371.004,0.64,0.811,0.602,0.421,0,1
43395,other,East,31,113,25.615,35.414,0.155,1.34,4.77,0.0,0,0
43396,manufacturing,East,33,116,18.016,49.142,0.218,3.311,0.384,0.428,0,0
43397,retail,West,61,92,17.457,46.687,0.435,1.153,3.839,0.0,0,0
43398,manufacturing,South,72,135,68.842,224.373,0.172,1.412,0.508,0.0,0,0
43399,retail,South,91,53,20.458,25.511,0.075,2.365,0.336,0.0,0,0
43400,construction,East,25,82,29.571,71.758,0.03,2.774,1.545,0.0,0,0
43401,services,Central,100,64,29.111,79.588,0.049,8.779,13.644,0.0,0,0
